"Manuscript H-ID"	"Manuscript Record Title"	"repository_key (Organisation) H-ID"	"Organisation Record Title"	"repository_key (Organisation) Record Title"	idno	TEI_id	CMD
128740	"Montpellier, Bibliothèque municipale, H 13"	146543	"Montpellier, Bibliothèque municipale"	"Montpellier, Bibliothèque municipale"	"H 13"	d1e103015	B
128741	"Montpellier, Bibliothèque municipale, H 22"	146543	"Montpellier, Bibliothèque municipale"	"Montpellier, Bibliothèque municipale"	"H 22"	d1e72041	A
128742	"Charleville-Mézières, Bibliothèque municipale, 87"	146474	"Charleville-Mézières, Bibliothèque municipale"	"Charleville-Mézières, Bibliothèque municipale"	87	d1e49061	A
128743	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12614"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12614"	d1e128848	B
128744	"Troyes, Médiathèque du Grand Troyes, 1752"	128675	"Troyes, Médiathèque du Grand Troyes"	"Troyes, Médiathèque du Grand Troyes"	1752	d1e148645	B
128745	"Troyes, Médiathèque du Grand Troyes, 2273"	128675	"Troyes, Médiathèque du Grand Troyes"	"Troyes, Médiathèque du Grand Troyes"	2273	d1e149382	B
128746	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 1654"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 1654"	d1e25778	A
128747	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 3295"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 3295"	d1e36862	A
128748	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 3786"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 3786"	d1e41454	A
128749	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 3786"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 3786"	d1e41549	A
128750	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 11577"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 11577"	d1e70304	A
128751	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 11590"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 11590"	d1e70854	A
128752	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 11738"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 11738"	d1e71529	A
128753	"Charleville-Mézières, Bibliothèque municipale, 89"	146474	"Charleville-Mézières, Bibliothèque municipale"	"Charleville-Mézières, Bibliothèque municipale"	89	d1e49172	A
128754	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12039"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12039"	c3d1e73035	A
128755	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12041"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12041"	d1e73133	A
128756	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12054"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12054"	d1e73421	A
128757	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12072"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12072"	d1e73614	A
128758	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12219"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12219"	d1e74474	A
128759	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12268"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12268"	d1e74816	A
128760	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12422"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12422"	d1e75837	A
128761	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12423"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12423"	d1e75938	A
128762	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12424"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12424"	d1e76039	A
128763	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12495"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12495"	d1e76417	A
128764	"Charleville-Mézières, Bibliothèque municipale, 118"	146474	"Charleville-Mézières, Bibliothèque municipale"	"Charleville-Mézières, Bibliothèque municipale"	118	d1e49617	A
128765	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12609"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12609"	d1e77105	A
128766	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 13247"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 13247"	d1e80094	A
128767	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 14907"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 14907"	d1e88538	A
128768	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 10501"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 10501"	d1e122233	B
128769	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 10501"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 10501"	d1e122999	B
128770	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 763"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 763"	d1e61394	B
128771	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 11102"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 11102"	d1e67007	A
128772	"Tours, Bibliothèque municipale, 313"	146630	"Tours, Bibliothèque municipale"	"Tours, Bibliothèque municipale"	313	d1e123367	B
128773	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 15614"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 15614"	d1e142191	B
128774	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 9889"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 9889"	d1e55525	A
128775	"Charleville-Mézières, Bibliothèque municipale, 148"	146474	"Charleville-Mézières, Bibliothèque municipale"	"Charleville-Mézières, Bibliothèque municipale"	148	d1e49856	A
128776	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 11589"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 11589"	d1e70752	A
128777	"Angers, Bibliothèque municipale, 115 - 107"	146416	"Angers, Bibliothèque municipale"	"Angers, Bibliothèque municipale"	115	d1e87730	B
128778	"Rennes, Bibliothèque municipale, 271"	146595	"Rennes, Bibliothèque municipale"	"Rennes, Bibliothèque municipale"	271	d1e62777	A
128779	"Paris, Bibliothèque Mazarine, 870 - Ms 809"	146570	"Paris, Bibliothèque Mazarine"	"Paris, Bibliothèque Mazarine"	870	d1e72734	A
128780	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 1978"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 1978"	d1e28541	A
128781	"Orléans, Médiathèque, 721 - Ms. 56"	146561	"Orléans, Médiathèque"	"Orléans, Médiathèque"	721	d1e110687	B
128782	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 15679"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 15679"	d1e142511	B
128783	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 1862"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 1862"	c2d1e27534	A
128784	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1572"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1572"	d1e65409	B
128785	"Avranches, Bibliothèque municipale, 32"	146434	"Avranches, Bibliothèque municipale"	"Avranches, Bibliothèque municipale"	32	d1e92125	B
128786	"Charleville-Mézières, Bibliothèque municipale, 233"	146474	"Charleville-Mézières, Bibliothèque municipale"	"Charleville-Mézières, Bibliothèque municipale"	233	d1e52315	A
128787	"Perpignan, Bibliothèque municipale, 3"	146589	"Perpignan, Bibliothèque municipale"	"Perpignan, Bibliothèque municipale"	3	c6d1e73830	A
128788	"Saint-Mihiel, Bibliothèque municipale, 14"	128669	"Saint-Mihiel, Bibliothèque municipale"	"Saint-Mihiel, Bibliothèque municipale"	14	d1e88650	A
128789	"Saint-Mihiel, Bibliothèque municipale, 40"	128669	"Saint-Mihiel, Bibliothèque municipale"	"Saint-Mihiel, Bibliothèque municipale"	40	d1e88871	A
128790	"Saint-Mihiel, Bibliothèque municipale, 45"	128669	"Saint-Mihiel, Bibliothèque municipale"	"Saint-Mihiel, Bibliothèque municipale"	45	d1e88975	A
128791	"Rouen, Bibliothèque municipale, 1229 - Y. 36"	146604	"Rouen, Bibliothèque municipale"	"Rouen, Bibliothèque municipale"	1229	c7d1e120965	B
128792	"Cambrai, Bibliothèque municipale, 228 (ff. 1-58)"	146465	"Cambrai, Bibliothèque municipale"	"Cambrai, Bibliothèque municipale"	"228 (ff. 1-58)"	d1e24227	B
128793	"Reims, Bibliothèque municipale, 230"	146594	"Reims, Bibliothèque municipale"	"Reims, Bibliothèque municipale"	230	d1e135822	B
128794	"Reims, Bibliothèque municipale, 291"	146594	"Reims, Bibliothèque municipale"	"Reims, Bibliothèque municipale"	291	d1e136122	B
128795	"Reims, Bibliothèque municipale, 1843"	146594	"Reims, Bibliothèque municipale"	"Reims, Bibliothèque municipale"	1843	d1e87360	A
128796	"Angers, Bibliothèque municipale, 121 - 113"	146416	"Angers, Bibliothèque municipale"	"Angers, Bibliothèque municipale"	121	d1e31705	A
128797	"Charleville-Mézières, Bibliothèque municipale, 235"	146474	"Charleville-Mézières, Bibliothèque municipale"	"Charleville-Mézières, Bibliothèque municipale"	235	d1e52433	A
128798	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 9885"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 9885"	d1e55417	A
128799	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 588"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 588"	d1e79946	B
128800	"Cambrai, Bibliothèque municipale, 360"	146465	"Cambrai, Bibliothèque municipale"	"Cambrai, Bibliothèque municipale"	360	d1e28093	A
128801	"Cambrai, Bibliothèque municipale, 460"	146465	"Cambrai, Bibliothèque municipale"	"Cambrai, Bibliothèque municipale"	460	d1e30465	A
128802	"Soissons, Bibliothèque municipale, 10"	146620	"Soissons, Bibliothèque municipale"	"Soissons, Bibliothèque municipale"	10	d1e52323	A
128803	"Bourges, Bibliothèque municipale, 30"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	30	d1e43685	A
128804	"Rouen, Bibliothèque municipale, 233 - Y. 21"	146604	"Rouen, Bibliothèque municipale"	"Rouen, Bibliothèque municipale"	233	c7d1e65325	A
128805	"Rouen, Bibliothèque municipale, 390 - A. 499"	146604	"Rouen, Bibliothèque municipale"	"Rouen, Bibliothèque municipale"	390	d1e67594	A
128806	"Rouen, Bibliothèque municipale, 1406 - Y. 41"	146604	"Rouen, Bibliothèque municipale"	"Rouen, Bibliothèque municipale"	1406	d1e73192	A
128807	"Rouen, Bibliothèque municipale, 3020 - coll. Leber 133"	146604	"Rouen, Bibliothèque municipale"	"Rouen, Bibliothèque municipale"	3020	c7d1e121427	B
128808	"Laon, Bibliothèque municipale, 79"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	79	d1e28238	B
128809	"Tours, Bibliothèque municipale, 89"	146630	"Tours, Bibliothèque municipale"	"Tours, Bibliothèque municipale"	89	d1e122312	B
128810	"Tours, Bibliothèque municipale, 91"	146630	"Tours, Bibliothèque municipale"	"Tours, Bibliothèque municipale"	91	d1e122413	B
128811	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 9487"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 9487"	d1e52842	A
128812	"Laon, Bibliothèque municipale, 226bis"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	226bis	d1e35752	A
128813	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 880"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 880"	d1e20537	A
128814	"Autun, Bibliothèque municipale, 42 - S. 193"	146429	"Autun, Bibliothèque municipale"	"Autun, Bibliothèque municipale"	42	d1e29447	A
128815	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 13310"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 13310"	d1e80298	A
128816	"Tournus, Bibliothèque municipale, 1"	128735	"Tournus, Bibliothèque municipale"	"Tournus, Bibliothèque municipale"	1	d1e85061	A
128817	"Tournus, Bibliothèque municipale, 1"	128735	"Tournus, Bibliothèque municipale"	"Tournus, Bibliothèque municipale"	1	d1e85208	A
128818	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3106"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 3106"	d1e69812	B
128819	"Le Mans, Bibliothèque municipale, 265 1-4"	146509	"Le Mans, Bibliothèque municipale"	"Le Mans, Bibliothèque municipale"	"265 1-4"	c7d1e103945	B
128820	"Caen, Musée des Beaux-Arts, 67"	146462	"Caen, Musée des Beaux-Arts"	"Caen, Musée des Beaux-Arts"	67	d1e47155	A
128821	"Bourges, Bibliothèque municipale, 25"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	25	d1e43297	A
128822	"Bourges, Bibliothèque municipale, 26"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	26	d1e43396	A
128823	"Bourges, Bibliothèque municipale, 28"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	28	d1e43492	A
128824	"Bourges, Bibliothèque municipale, 29"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	29	d1e43591	A
128825	"Bourges, Bibliothèque municipale, 31"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	31	d1e43792	A
128826	"Bourges, Bibliothèque municipale, 40"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	40	d1e44137	A
128827	"Bourges, Bibliothèque municipale, 206"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	206	d1e45387	A
128828	"Bourges, Bibliothèque municipale, 27"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	27	d1e97426	B
128829	"Bourges, Bibliothèque municipale, 104"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	104	d1e97660	B
128830	"Alençon, Bibliothèque municipale, 100"	146411	"Alençon, Bibliothèque municipale"	"Alençon, Bibliothèque municipale"	100	d1e30344	A
128831	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1491"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1491"	d1e40138	A
128832	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 17338"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 17338"	d1e109762	A
128833	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 17742"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 17742"	d1e111421	A
128834	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12601"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12601"	d1e128616	B
128835	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 17275"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 17275"	d1e22803	A
128836	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 340"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 340"	d1e26610	A
128837	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1435"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1435"	c4d1e38261	A
128838	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1436"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1436"	c4d1e38357	A
128839	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1437"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1437"	d1e38481	A
128840	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1438"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1438"	c4d1e38599	A
128841	"Angers, Bibliothèque municipale, 772"	146416	"Angers, Bibliothèque municipale"	"Angers, Bibliothèque municipale"	772	d1e35151	A
128842	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1447"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1447"	d1e38740	A
128843	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1452"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1452"	d1e38976	A
128844	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1453"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1453"	d1e39104	A
128845	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1454"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1454"	d1e39243	A
128846	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1455"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1455"	d1e39365	A
128847	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1455"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1455"	d1e39524	A
128848	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1460"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1460"	d1e39659	A
128849	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1461"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1461"	d1e39795	A
128850	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1491"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1491"	d1e40260	A
128851	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1496"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1496"	d1e40380	A
128852	"Montpellier, Bibliothèque municipale, H 4"	146543	"Montpellier, Bibliothèque municipale"	"Montpellier, Bibliothèque municipale"	"H 4"	d1e102925	B
128853	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 2058"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 2058"	d1e29026	A
128854	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1496"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1496"	d1e40500	A
128855	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1502"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1502"	d1e40639	A
128856	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1548"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1548"	d1e41585	A
128857	"Bourges, Bibliothèque municipale, 208"	146456	"Bourges, Bibliothèque municipale"	"Bourges, Bibliothèque municipale"	208	d1e45509	A
128858	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2246"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2246"	d1e47080	A
128859	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2247"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2247"	d1e47226	A
128860	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2248"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2248"	d1e47348	A
128861	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2253"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2253"	d1e47622	A
128862	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2261"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2261"	d1e47857	A
128863	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2390"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2390"	d1e48387	A
128864	"Grenoble, Bibliothèque municipale, 16 - 1"	146503	"Grenoble, Bibliothèque municipale"	"Grenoble, Bibliothèque municipale"	16	d1e96206	B
128865	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 5071"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 5071"	d1e50311	A
128866	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 330"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 330"	c4d1e58865	B
128867	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 638"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 638"	d1e60663	B
128868	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1442"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1442"	d1e64445	B
128869	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1478"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1478"	d1e64639	B
128870	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1496"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1496"	d1e64865	B
128871	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1496"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1496"	d1e64956	B
128872	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 10938"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 10938"	d1e65438	A
128873	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1870"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1870"	d1e68019	B
128874	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 12603"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 12603"	d1e76908	A
128875	"Grenoble, Bibliothèque municipale, 78 - 796"	146503	"Grenoble, Bibliothèque municipale"	"Grenoble, Bibliothèque municipale"	78	d1e96439	B
128876	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 13371"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 13371"	d1e80821	A
128877	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 13875"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 13875"	d1e82305	A
128878	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 15176"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 15176"	d1e90617	A
128879	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 17716"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 17716"	d1e111316	A
