Manuscript H-ID	Manuscript Record Title	repository_key (Organisation) H-ID	Organisation Record Title	repository_key (Organisation) Record Title	idno	TEI_id	CMD	fichier_source	CMD_Vol_ar	CMD_Vol
129414	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1741	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1741	d1e86480	B	modified_CMDF_2enr.xml	2	II
134139	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1767	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1767	d1e26482	A	modified_CMDF_2enr.xml	2	II
137323	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1770	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1770	d1e111377	X	modified_CMDF_2enr.xml	2	II
133379	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1781	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1781	d1e26584	A	modified_CMDF_2enr.xml	2	II
133455	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1783	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1783	d1e26674	A	modified_CMDF_2enr.xml	2	II
130193	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1793	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1793	d1e26768	A	modified_CMDF_2enr.xml	2	II
133803	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1802	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1802	d1e26864	A	modified_CMDF_2enr.xml	2	II
137865	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1802	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1802	d1e26953	A	modified_CMDF_2enr.xml	2	II
129780	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1808	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1808	d1e27041	A	modified_CMDF_2enr.xml	2	II
137820	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1831	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1831	d1e111419	X	modified_CMDF_2enr.xml	2	II
130137	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1835	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1835	d1e27137	A	modified_CMDF_2enr.xml	2	II
129781	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1847	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1847	d1e27238	A	modified_CMDF_2enr.xml	2	II
129782	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1850	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1850	d1e27341	A	modified_CMDF_2enr.xml	2	II
129783	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1850	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1850	d1e27433	A	modified_CMDF_2enr.xml	2	II
128783	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1862	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1862	c2d1e27534	A	modified_CMDF_2enr.xml	2	II
142592	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1863	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1863	d1e111461	X	modified_CMDF_2enr.xml	2	II
133859	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1865	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1865	d1e27631	A	modified_CMDF_2enr.xml	2	II
134262	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1873	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1873	d1e27714	A	modified_CMDF_2enr.xml	2	II
129784	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1883	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1883	d1e27809	A	modified_CMDF_2enr.xml	2	II
134140	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1890	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1890	d1e27919	A	modified_CMDF_2enr.xml	2	II
142594	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1894	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1894	d1e111535	X	modified_CMDF_2enr.xml	2	II
142595	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1904	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1904	d1e111575	X	modified_CMDF_2enr.xml	2	II
129785	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1907	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1907	d1e28032	A	modified_CMDF_2enr.xml	2	II
130192	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1908	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1908	c2d1e86563	B	modified_CMDF_2enr.xml	2	II
140614	Paris, Bibliothèque nationale de France, Manuscrits, lat. 191	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 191	d1e16438	A	modified_CMDF_2enr.xml	2	II
134321	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1914	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1914	d1e86653	B	modified_CMDF_2enr.xml	2	II
129786	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1918	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1918	d1e28129	A	modified_CMDF_2enr.xml	2	II
133786	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1924	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1924	d1e28228	A	modified_CMDF_2enr.xml	2	II
129790	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1931	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1931	d1e28327	A	modified_CMDF_2enr.xml	2	II
142597	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1938 - (ff. 172-178)	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1938	d1e111612	X	modified_CMDF_2enr.xml	2	II
142511	Paris, Bibliothèque nationale de France, Manuscrits, lat. 195	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 195	d1e107375	X	modified_CMDF_2enr.xml	2	II
141085	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1950	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1950	d1e111652	X	modified_CMDF_2enr.xml	2	II
130138	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1969	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1969	d1e28438	A	modified_CMDF_2enr.xml	2	II
128780	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1978	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1978	d1e28541	A	modified_CMDF_2enr.xml	2	II
137464	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1979	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1979	d1e86747	B	modified_CMDF_2enr.xml	2	II
140704	Paris, Bibliothèque nationale de France, Manuscrits, lat. 198	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 198	d1e78761	B	modified_CMDF_2enr.xml	2	II
142598	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1991	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1991	d1e111691	X	modified_CMDF_2enr.xml	2	II
130152	Paris, Bibliothèque nationale de France, Manuscrits, lat. 1993	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 1993	d1e86837	B	modified_CMDF_2enr.xml	2	II
140994	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2	d1e16344	A	modified_CMDF_2enr.xml	2	II
130121	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2004	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2004	d1e28655	A	modified_CMDF_2enr.xml	2	II
129791	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2012	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2012	d1e28752	A	modified_CMDF_2enr.xml	2	II
139819	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2030	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2030	d1e28855	A	modified_CMDF_2enr.xml	2	II
136421	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2032	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2032	d1e28937	A	modified_CMDF_2enr.xml	2	II
142599	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2046	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2046	d1e111728	X	modified_CMDF_2enr.xml	2	II
139321	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2049	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2049	d1e86924	B	modified_CMDF_2enr.xml	2	II
128853	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2058	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2058	d1e29026	A	modified_CMDF_2enr.xml	2	II
139219	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2067	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2067	d1e87015	B	modified_CMDF_2enr.xml	2	II
129724	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2068	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2068	d1e29139	A	modified_CMDF_2enr.xml	2	II
134173	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2069	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2069	d1e29231	A	modified_CMDF_2enr.xml	2	II
140377	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2070	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2070	d1e29325	A	modified_CMDF_2enr.xml	2	II
134038	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2071	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2071	d1e29419	A	modified_CMDF_2enr.xml	2	II
136675	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2079	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2079	d1e111766	X	modified_CMDF_2enr.xml	2	II
140321	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2082	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2082	d1e87107	B	modified_CMDF_2enr.xml	2	II
136413	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2091	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2091	d1e29506	A	modified_CMDF_2enr.xml	2	II
129803	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2092	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2092	d1e87189	B	modified_CMDF_2enr.xml	2	II
129792	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2093	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2093	d1e29594	A	modified_CMDF_2enr.xml	2	II
142600	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2095	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2095	d1e111805	X	modified_CMDF_2enr.xml	2	II
129793	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2102	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2102	d1e29663	A	modified_CMDF_2enr.xml	2	II
129794	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2109	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2109	d1e29766	A	modified_CMDF_2enr.xml	2	II
142601	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2113	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2113	d1e111842	X	modified_CMDF_2enr.xml	2	II
136520	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2113	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2113	d1e87294	B	modified_CMDF_2enr.xml	2	II
138863	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2119	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2119	d1e29867	A	modified_CMDF_2enr.xml	2	II
138200	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2123	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2123	d1e87375	B	modified_CMDF_2enr.xml	2	II
137310	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2124	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2124	d1e87470	B	modified_CMDF_2enr.xml	2	II
140277	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2129	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2129	d1e87554	B	modified_CMDF_2enr.xml	2	II
129242	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2136	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2136	d1e87663	B	modified_CMDF_2enr.xml	2	II
140161	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2156	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2156	d1e29961	A	modified_CMDF_2enr.xml	2	II
136779	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2162	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2162	d1e111879	X	modified_CMDF_2enr.xml	2	II
133885	Paris, Bibliothèque nationale de France, Manuscrits, lat. 22	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 22	d1e77875	B	modified_CMDF_2enr.xml	2	II
130139	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2208	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2208	d1e30059	A	modified_CMDF_2enr.xml	2	II
136409	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2210	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2210	d1e111918	X	modified_CMDF_2enr.xml	2	II
129425	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2228	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2228	d1e87758	B	modified_CMDF_2enr.xml	2	II
140209	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2231	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2231	d1e30168	A	modified_CMDF_2enr.xml	2	II
136468	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2232	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2232	d1e87851	B	modified_CMDF_2enr.xml	2	II
141086	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2248	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2248	d1e111957	X	modified_CMDF_2enr.xml	2	II
134196	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2273	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2273	d1e30263	A	modified_CMDF_2enr.xml	2	II
142602	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2285	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2285	d1e111996	X	modified_CMDF_2enr.xml	2	II
129804	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2287	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2287	d1e87936	B	modified_CMDF_2enr.xml	2	II
129805	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2290	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2290	d1e88036	B	modified_CMDF_2enr.xml	2	II
129806	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2291	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2291	d1e88126	B	modified_CMDF_2enr.xml	2	II
142603	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2292	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2292	d1e112033	X	modified_CMDF_2enr.xml	2	II
129104	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2293	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2293	d1e88225	B	modified_CMDF_2enr.xml	2	II
142604	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2298	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2298	d1e112070	X	modified_CMDF_2enr.xml	2	II
140850	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2341	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2341	c2d1e88321	B	modified_CMDF_2enr.xml	2	II
129718	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2342	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2342	c2d1e88406	B	modified_CMDF_2enr.xml	2	II
137614	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2347	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2347	d1e30358	A	modified_CMDF_2enr.xml	2	II
140141	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2368	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2368	d1e30451	A	modified_CMDF_2enr.xml	2	II
142605	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2394	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2394,	d1e112107	X	modified_CMDF_2enr.xml	2	II
142606	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2395	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2395	d1e112144	X	modified_CMDF_2enr.xml	2	II
142512	Paris, Bibliothèque nationale de France, Manuscrits, lat. 240	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 240	d1e107412	X	modified_CMDF_2enr.xml	2	II
129962	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2400	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2400	d1e30547	A	modified_CMDF_2enr.xml	2	II
137086	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2405	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2405	d1e112182	X	modified_CMDF_2enr.xml	2	II
130140	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2406	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2406	d1e30654	A	modified_CMDF_2enr.xml	2	II
129580	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2413	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2413	d1e88511	B	modified_CMDF_2enr.xml	2	II
129943	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2415	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2415	d1e88608	B	modified_CMDF_2enr.xml	2	II
141083	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2421	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2421	d1e88692	B	modified_CMDF_2enr.xml	2	II
142608	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2422	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2422	d1e112230	X	modified_CMDF_2enr.xml	2	II
134184	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2423	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2423	d1e30768	A	modified_CMDF_2enr.xml	2	II
130141	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2428	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2428	d1e30878	A	modified_CMDF_2enr.xml	2	II
133450	Paris, Bibliothèque nationale de France, Manuscrits, lat. 244	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 244	d1e16549	A	modified_CMDF_2enr.xml	2	II
142609	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2440	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2440	d1e112267	X	modified_CMDF_2enr.xml	2	II
140894	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2443	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2443	d1e30983	A	modified_CMDF_2enr.xml	2	II
138249	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2444	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2444	c2d1e31096	A	modified_CMDF_2enr.xml	2	II
142610	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2445	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2445	d1e112307	X	modified_CMDF_2enr.xml	2	II
129854	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2447	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2447	d1e88783	B	modified_CMDF_2enr.xml	2	II
140007	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2454	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2454	d1e31206	A	modified_CMDF_2enr.xml	2	II
130142	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2469	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2469	d1e31301	A	modified_CMDF_2enr.xml	2	II
136558	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2470	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2470	d1e88868	B	modified_CMDF_2enr.xml	2	II
141078	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2473	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2473	d1e88965	B	modified_CMDF_2enr.xml	2	II
134483	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2474	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2474	d1e31397	A	modified_CMDF_2enr.xml	2	II
142513	Paris, Bibliothèque nationale de France, Manuscrits, lat. 248	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 248	d1e107449	X	modified_CMDF_2enr.xml	2	II
129435	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2494	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2494	d1e31526	A	modified_CMDF_2enr.xml	2	II
137172	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2499	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2499	d1e89070	B	modified_CMDF_2enr.xml	2	II
137316	Paris, Bibliothèque nationale de France, Manuscrits, lat. 25	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 25	d1e107096	X	modified_CMDF_2enr.xml	2	II
129646	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2500	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2500	d1e31618	A	modified_CMDF_2enr.xml	2	II
129648	Paris, Bibliothèque nationale de France, Manuscrits, lat. 2502	146573	Paris, Bibliothèque nationale de France, Manuscrits	Paris, Bibliothèque nationale de France, Manuscrits	lat. 2502	d1e31735	A	modified_CMDF_2enr.xml	2	II
